1,-0.006
2,-0.0075
3,-0.004
4,0.0015
5,0.005
6,0.008
7,0.011
8,0.0145
9,0.0145
10,0.0085
11,0.0105
12,0.0015
13,0.0055
14,0
15,-0.0025
16,-0.0075
17,-0.012
18,-0.0175
19,-0.016
20,-0.0175
21,-0.0235
22,-0.0265
23,-0.0245
24,-0.0305
25,-0.0245
26,-0.022
27,-0.0145
28,-0.012
29,-0.009
30,-0.0045
31,0.001
32,0.0005
33,0.0025
34,0.0035
35,-0.0035
36,-0.002
37,-0.007
38,-0.0135
39,-0.0095
40,-0.0095
41,-0.0145
42,-0.013
43,-0.026
44,-0.03
45,-0.03
46,-0.0315
47,-0.0305
48,-0.031
49,-0.0235
50,-0.0175
51,-0.012
52,-0.008
53,-0.0045
54,-0.0005
55,0.004
56,0.008
57,0.009
58,0.0105
59,0.0065
60,0.006
61,0.007
62,0
63,-0.001
64,-0.0065
65,-0.009
66,-0.0195
67,-0.012
68,-0.011
69,-0.014
70,-0.0205
71,-0.014
72,-0.0175
73,-0.016
74,-0.0125
75,-0.0075
76,-0.003
77,0.002
78,0.0055
79,0.009
80,0.012
81,0.0115
82,0.007
83,0.0025
84,-0.0045
85,-0.005
86,-0.006
87,-0.013
88,-0.0105
89,-0.0135
90,-0.018
91,-0.0175
92,-0.019
93,-0.018
94,-0.026
95,-0.0285
96,-0.0245
97,-0.025
98,-0.021
99,-0.018
100,-0.0115
101,-0.006
102,-0.001
103,0
104,0.0025
105,0.0045
106,0.004
107,-0.001
108,-0.004
109,-0.0015
110,-0.012
111,-0.012
112,-0.013
113,-0.0215
114,-0.0225
115,-0.029
116,-0.027
117,-0.0295
118,-0.031
119,-0.0295
120,-0.037
121,-0.0325
122,-0.0345
123,-0.023
124,-0.0205
125,-0.0135
126,-0.01
127,-0.0055
128,-0.002
129,-0.0035
130,-0.0035
131,-0.014
132,-0.008
133,-0.0155
134,-0.017
135,-0.0185
136,-0.0275
137,-0.0255
138,-0.0365
139,-0.026
140,-0.028
141,-0.0295
142,-0.0315
143,-0.0395
144,-0.0375
145,-0.0365
146,-0.04
147,-0.0345
148,-0.0265
149,-0.0235
150,-0.021
151,-0.0155
152,-0.014
153,-0.016
154,-0.014
155,-0.0185
156,-0.0215
157,-0.027
158,-0.0305
159,-0.0325
160,-0.041
161,-0.0375
162,-0.0435
163,-0.048
164,-0.0465
165,-0.0545
166,-0.0495
167,-0.0505
168,-0.0515
169,-0.051
170,-0.0485
171,-0.046
172,-0.041
173,-0.0395
174,-0.0355
175,-0.0295
176,-0.0225
177,-0.023
178,-0.0245
179,-0.0315
180,-0.037
181,-0.034
182,-0.0385
183,-0.048
184,-0.048
185,-0.063
186,-0.052
187,-0.052
188,-0.054
189,-0.057
190,-0.0615
191,-0.061
192,-0.065
193,-0.055
194,-0.0495
195,-0.043
196,-0.0355
197,-0.0305
198,-0.0295
199,-0.022
200,-0.022
201,-0.023
202,-0.027
203,-0.0255
204,-0.0305
205,-0.0345
206,-0.0345
207,-0.037
208,-0.0395
209,-0.0435
210,-0.046
211,-0.048
212,-0.048
213,-0.0495
214,-0.0525
215,-0.046
216,-0.012
217,0.008
218,0.02
219,0.0295
220,0.03
221,0.0265
222,0.031
223,0.032
224,0.032
225,0.026
226,0.0325
227,0.0225
228,0.0275
229,0.0245
230,0.0225
231,0.0195
232,0.017
233,0.0135
234,0.006
235,0.005
236,0.009
237,0.004
238,-0.0005
239,0.003
240,0.0035
241,0.006
242,0.0105
243,0.0195
244,0.021
245,0.02
246,0.0265
247,0.0295
248,0.033
249,0.031
250,0.0245
251,0.012
252,0.0085
253,0.013
254,0.014
255,0.01
256,0.0055
257,0.008
258,0.009
259,0.005
260,0.0005
261,0.0035
262,-0.0185
263,-0.009
264,-0.005
265,-0.003
266,0.001
267,0.0115
268,0.022
269,0.0215
270,0.027
271,0.028
272,0.032
273,0.034
274,0.028
275,0.0215
276,0.0265
277,0.0185
278,0.0085
279,0.0115
280,0.0035
281,0.012
282,-0.001
283,0.007
284,0.008
285,0.0045
286,0.009
287,0.007
288,-0.002
289,-0.0015
290,0.006
291,0.008
292,0.009
293,0.018
294,0.0175
295,0.0165
296,0.019
297,0.0195
298,0.0195
299,0.015
300,0.0105
301,-0.002
302,0.0035
303,0.006
304,-0.0005
305,-0.0025
306,-0.0055
307,-0.0045
308,-0.004
309,-0.007
310,-0.001
311,0.023
312,0.02
313,0.0215
314,0.0145
315,0.0305
316,0.0385
317,0.043
318,0.0435
319,0.0485
320,0.0535
321,0.0595
322,0.061
323,0.046
324,0.0545
325,0.043
326,0.0395
327,0.042
328,0.0425
329,0.0355
330,0.03
331,0.0335
332,0.0195
333,0.0285
334,0.0295
335,0.02
336,0.019
337,0.022
338,0.0205
339,0.023
340,0.03
341,0.031
342,0.0315
343,0.0335
344,0.0315
345,0.033
346,0.0305
347,0.0255
348,0.022
349,0.02
350,0.0145
351,0.0085
352,0.015
353,0.0095
354,0.01
355,0.007
356,0.011
357,-0.005
358,0
359,0.0025
360,0.004
361,0.0025
